,inputs,targets,language,language_code,annotation_type,user_id
587,Ban xaaliss lañuy jëfëndiko reewum Burkina Faso?,FCFA (XOF),Wolof,wol,original-annotations,5dd72f79339c0e053085bf742a0ce2de4f9453af07df5a4a8672226327d7694e
588,Tekki discours Usmaan Sonko.,"Ma bëggoon a yékkati  ay kàddu jagleel ko ndaw ñi, jagleel ko ndaw ñii seen bopp yi tëju, ñu jaaxle ci seen ëllëg, nekk ci diggante ñàkk um xëy ak gàcceg ñàkk a tekki ba man a taxawu seen i way-jur.

Ñu mujj a des ciy màmbulaan (océan) ak ci dettmbeer (désert) ngir ñàkk yaakaar ju ñuy wuti feneen ngir am fa ëllëg gu gën.

Ñoom ndaw ñooñu, maa ngi fàttali li nu boole, ndax ñépp xam nañu ne am na lu am solo lu nu boole ak ndaw ñi.
Li nu boole nag mooy pas-pasu réewum njub, moo xam ne la fay ballee ak koom ma dees koy séddale cig yemale, foo xam ne muur yépp ay tolloo. 

Hée yéen bokki saa-afrig yi góor ak jigéen, sunu waxtu fippu jot na ! Bunu nangooti mukk njiitu réew yu ndaw yii nga xam ne bis bu set ñu ngi teg i pexe ñeel njariñal keneen déet ngir seen uw askan.

Fépp ci Afrig ngelawa lu yees ñeel péexte demokaraasi ak moom sa bopp da faa war ëpp. 21eelu xarnu bi daa war a doon ngir Afrig teg ci wane yewwug fenigs bi yàgg a yàndoor !",Wolof,wol,original-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
589,"Fan moy péeyum réwum Tuvalu
","Péeyum réwum Tuvalu mu ngi tudu Fanafuti
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
590,Ci gan kembaar la réewum Tanzanie nekk ?,Réewum Tanzanie mu ngi nekk ci kembaaru Afrique. ,Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
591,"Ndàx man ngaa jubbanti mbind mii?
Gaa ña ngi koy ree waaye lu jar a taxaw seetlu la, boo xoolee moom xam na lépp ci làkkam, dañ koy sol weneen làkk Wu mu déggul moo waral muy jaxase ñaar yi. Nan jàngal sunuy doom sunuy làkk moo gën a Gaaw gën a yomb","Waaw! Mi ngii:
Gaa ña ngi ko'y ree waaye lu jàr a tàxaw seetlu la, boo xoolee moom xàm na lépp ci làkkam, da'ñ ko'y sol weneen làkk wu mu déggul moo wàral mu'y jaxase ñaar yi. Na'n jàngal sunu'y doom sunu'y làkk moo gën a gaaw, gën a yomb",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
592,"Beqil ma mbind mii:
- Ñu ne: ""Ñaanal nu sa Boroom mu leeral nu luy meloom"". - Mu ne: ""Naka Moom nee na: nag la wu gel, wu fees, woo xam ne dees na beg ci xool ko ."".","Mbind mi jub a ngi nii:
- Ñu ne: ""Ñaanal nu sa Boroom mu leeral nu lu'y meloom"". - Mu ne: ""Naka Moom nee na: nag la wu gel, wu fees, woo xàm ne dees na beg ci xool ko."".",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
593,"Skopje moy péeyu ban réw?
","Skopje moy péeyu réwum Macédoine du Nord
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
594,Yàn ñoo'y bis i Wolof yi?,"Bis i Wolof yi, juroom ñaar la'ñ: àltine, talaata, àllarba, alxemes, àjjuma, gaawu ak dibeer.
Àm na ci yoy, ci Araab lees ko àbbe ndàx tur i cosaan yi da ñoo réer.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
595,Senegaal ñaata jëwriñ la am (ministres) ?,38,Wolof,wol,re-annotations,434a1f921a99fc71446fae39e49b38dd298d6b19a7e76fdc9bcb51d869c138b2
596,"Varsovie mooy gëblag man réew?
","Varsovie mooy gëblag réewum Pologne.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
597,"Tokyo mooy péeyu man réew?
","Tokyo mooy gëblag réewum Japon.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
598,"Beqil ma mbind mii:
Wóor na céŋŋ ne Muusaa digaloon na leen àndak ay kéemaam yu leer. Ba noppi ngeen jaamu sëll wa ginnaawam, ngeen di way-tooñ.","Mbind mi jub a ngi nii:
Wóor na céŋŋ ne Muusaa digaloon na léen ànd ak ay kéemaan yu leer. Ba noppi ngéen jaamu sëll wa ginnaawam, ngéen di waytooñ.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
599,"Fan moy péeyum réwum Ethiopie
",Péeyum réwum Ethiopie mu ngi tudu Addis-Abeba,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
600,"Palikir moy péeyu ban réw?
","Palikir moy péeyu réwum Micronésie
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
601,Senegaal ñaata tund a fi nekk?,Senegaal 14 tund a fi nekk,Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
602,"Sofia mooy péeyu bann réew?
","Sofia mooy péeyu réewum Bulgarie
",Wolof,wol,re-annotations,5dd72f79339c0e053085bf742a0ce2de4f9453af07df5a4a8672226327d7694e
603,"Indil péeteg waat yi ci kàddu gii: Tùubaa ñàkkum ndox mi wàrees na cee wut i saafara, dëkk bu toll ni Tùubaa te weer u tabaski ak wow màggal fàww ndox mel ni doom ju góor!","Waat yi nekk ci kàddu gii di ""Tùubaa ñàkkum ndox mi wàrees na cee wut i saafara, dëkk bu toll ni Tùubaa te weer u tabaski ak wow màggal fàww ndox mel ni doom ju góor!"" ak séen i péete ñoo di:
Tùubaa: PROPN
ñàkkum: NOUN
ndox: NOUN
mi: DET
wàrees: VERB
na: AUX
ci: ADP
a: PART
wut: VERB
i: DET
saafara: NOUN
,: PUNCT
dëkk: NOUN
bu: PRON
toll: VERB
ni: ADP
Tùubaa: PROPN
te: CCONJ
weer: NOUN
u: ADP
tabaski: NOUN
ak: CCONJ
wow: PRON
màggal: NOUN
fàww: AUX
ndox: NOUN
mel: VERB
ni: ADP
doom: NOUN
ju: PRON
góor: NOUN
!: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
604,Lan mooy suuna ?,Sunna mbooleem li Yónnent bi daan def ak a wax ci diine.,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
605,"Indil péeteg waat yi ci kàddu gii: Yaa wàr a yeesal sa gìsìin ci waaréew mi, ràwati na ndaw ñii di xeex lu bon li fi ne.","Waat yi nekk ci kàddu gii di ""Yaa wàr a yeesal sa gìsìin ci waaréew mi, ràwati na ndaw ñii di xeex lu bon li fi ne."" ak séen i péete ñoo di:
Ya: PRON
a: AUX
wàr: VERB
a: PART
yeesal: VERB
sa: PRON
gìsìin: NOUN
ci: ADP
waaréew: NOUN
mi: DET
,: PUNCT
ràwati: VERB
na: AUX
ndaw: NOUN
ñii: DET
di: AUX
xeex: VERB
lu: PRON
bon: ADJ
li: PRON
fi: ADV
ne: VERB
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
606,Nu Wolof di binde?,"Boo bëggee bind ci Wolof, li nga wàr jëkk a xàmme moo'y loy yi. Te ñoo'y : a, à, ã, b, c, d, e, é, ë, ẽ, f, g, h, i, ì, ĩ, j, k, l, m, n, ñ, ŋ, o, ó, õ, p, q, r, s, t, u, ù, ũ, w, x, y.
Loy wu nekk, da'y jëmmal am riir.
Waaye àm na riir yoo xàm ne 2 loy a ko'y indi : mb, nj, ng, nd. Niral: mbay, nday.
Maas yi ñoo'y : a, à, ã, e, é, ë, ẽ, i, ì, ĩ, o, ó, õ, u, ù, ũ. Yi ci des, di ay riiraale. é, ë, i, ó ak u, da ñoo dìis, ci riir.
Pollet moo'y ay loy yu ñu boole mu joxe am riir; riir ma man na a lëm solo, man na a ko bàñ a lëm.
Baat = ab/ay pollet te lëm solo
Pollet = am/ay riir yu ñu boole yu juraat menn riir
Riir = ab/ay loy

Loy yépp di na ñu seex ba mu des f. Ci baat u 'pollet', 'l' ji da fa seex. Ci 'aar', 'a' da fa seex.
X ju seex moo joxe q.
Maas yi bu ñu'y seex, ñaareel u loy wi du àm comboñ. Niki: ùu, ée, ìi, añs.

Kon ku màn a tudd loy yi, man a yër mbind. Da fa di rekk ne leeg-leeg, dégg ak bind wùute tuuti. Te 3 di na ko wàral:
- leng: loy yii di 'b', 'j' ak 'g', séen doole da'y wàññiku bu ñu mujjee baat. Moo tàx nga'y bind jóob, di dégg 'jóop'; bind toj, di dégg 'toc'; bind nag, di dégg 'nak'
- jégg: bu am riir dìisee ci pollet, man na a wàll pollet yi ci topp. Moo tàx jigeen lees di bind doonte 'jigéen' nga'y dégg; pollet u 'ji' bi moo dìis ba wàll 'géen'. Naka noo nu jëkkar lees di bind, doonte 'jëkkër' lees di gën a dégg; ba tay ìt taalibe moo jub; taalibé, déedet. Jégg àm na ci làkk yu bàri: 'assimilation' la tudd ci àngle.
- sàmmoonte ak cosaanal baat: dàllu ji jóge ci dàll ak dàllu ji jóge ci dàl bokku ñu'w tuddìin.

Àm na ay màndarga yu'y ñëw ci mbind te deesu léen tudd: ay doggamtal la ñu. Niki lomb (').
Lomb (') da'y màndargaal làre walla tàxañug waat gi'y àm ci wàx; da'y dox diggante ñaar i waat ngìr wane ne yaar i waat la'ñ yu bokkul; wàx boole léen ci dégg. Moo tàx :
- mu'y = mu di
- ñu'y = ñu di
- na'n lekk = na nu lekk
- yaw ak = yaa'k
- màn maa di = màn maa'y
- lépp a di baax = lépp a'y baax
- jàrul a sonn = jàr'l a sonn
Lomb bàri na làkk yu ko'y jëfandikoo; ràwati na yi niroo ay loy ak Wolof: farãse, àngle, italiyĩ, añs.

Àm na yeneen i doggamtal yu'y yombal walla neexal yërum mbind; ak a ëndi yenn yu'y àm ci wàx ak wàxìin. Niki:
- , = baar
- : = tomb i aajar
- ; = jastandiku
- ... = jimbe
- () = xala
- ! = rëdd-u-jalu
- ? = õs-u-laaj
- "" "" = njukkal
- . = tomb. Kàddu tomb la'y jeexe; te ìt loy wu rëy la'y tàmble.

Li nu'y dolli ngìr jeexal, moo'y rëdd u jokkale (-). Dees na ko doxale ci diggante ay waat ngìr tëgg ci benn baat. Baat ba ci juddoo ab baat u toggatle la. Niral : ày-u-bis, xel-yaar.

Lii nu indi, tënk na mbindum Wolof. Li ci des nag, ràwati na xóot-xóot yi ak sew-sew yi, jàng, mìin ak jege ñu dégg Wolof moo ko'y mottli. Xàm-xàm bi'y leeral mbind moo'y lëgg-lëgg.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
607,Kan mooy njiitu goxub Dakaar (maire) ?,Barthélemy Dias,Wolof,wol,re-annotations,5dd72f79339c0e053085bf742a0ce2de4f9453af07df5a4a8672226327d7694e
608,Waxtu julli yi ñaata lañu?,Juróom.,Wolof,wol,original-annotations,40bf9dff73a8546bdb708a6864a264284e6279b06630b30a46c27f5d20f3f168
609,Fann mooy péeyum réewum Yémen,Aden,Wolof,wol,original-annotations,5dd72f79339c0e053085bf742a0ce2de4f9453af07df5a4a8672226327d7694e
610,"Beqil ma mbind mii:
Ña weddi te fenloo Sunuy tegtal, ñoom ñooy dëkk Safara te ñoom dañu fay béel.","Mbind mi jub a ngi nii:
Ña weddi te fenloo Sunu'y tegtal, ñoom ñoo'y dëkk Safara te ñoom da ñu fa'y béel.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
611,"Beqil ma mbind mii:
– Mu ne moom nag: ""Nee na, nag la wu ñu bayloowul suuf si, du buy suuxat mbay, bu amul benn laago la te wenn melo la"". - Ñu ne ko: ""Agsi nga ci dëgg gi! "" Ñu rendi ko te xawoon nañu koo bañ a def.","Mbind mi jub a ngi nii:
– Mu ne moom nag: ""Nee na, nag la wu ñu bayloowul sùuf si, du bu'y suuxat mbay, bu àmul benn laago la te wenn melo la"". - Ñu ne ko: ""Àgsi nga ci dëgg gi! ""Ñu rendi ko te xàwoon na ñu koo bàñ a def.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
612,"Harare mooy gëblag man réew?
","Harare mooy gëblag réewum Zimbabwe.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
613,Fan mooy gëblag réewum Bahamas?,Gëblag réewum Bahamas mu ngi tudd Nassau.,Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
614,Kan moo génne woon Senegaal ci coupe du monde 2002 ?,Tirki.,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
615,Yalna yalla defal la Jammu,"Aamiin
Te defal lako, defal ko jullit ñi.",Wolof,wol,original-annotations,40bf9dff73a8546bdb708a6864a264284e6279b06630b30a46c27f5d20f3f168
616,"Fan mooy gëblag réewum Guyana?
",Gëblag réewum Guyana mu ngi tudu Georgetown.,Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
617,"Prague moy péeyu ban réw?
","Prague moy péeyu réwum République Tchèque
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
618,Ci bàn kembaar la réewum Botswana nekk?,Réewum Botswana mi ngi nekk ci kembaar bi ñu'y wàx Afrig,Wolof,wol,re-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
619,Kañ lañu yoonal xaalisub óro ci ja bu àdduna bi?,1er Semwiyee 1999.,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
620,"Fan moy péeyum réwum Brunei
","Péeyum réwum Brunei mu ngi tudu Bandar Seri Begawan
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
621,"Fan mooy gëblag réewum Irak?
","Gëblag réewum Irak mu ngi tudd Bagdad.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
622,"Jubbantil mbind mii:
Bu ñu leen waxee ne: ""Gëmleen li Yàlla wàcce"", Ñu ne: ""Gëm nañu li ñu wàcce ci nun"". Te ñoom weddi nañu la ñëw ginnaawam te muy dëggal la ñu yore. - Neel: ""Lu taxoon ngeen rey ay Yonentiy Yàlla, ca bu jëkk ndegam gëm ngeen? "".","Mbind mi jub a ngi nii:
Bu ñu léen wàxee ne: ""Gëmléen li Yàlla wàcce"", Ñu ne: ""Gëm na ñu li ñu wàcce ci nun"". Te ñoom weddi na ñu la ñëw ginnaawam te mu'y dëggal la ñu yore. - Neel: ""Lu tàxoon ngéen ray ay Yonent i Yàlla, ca bu njëkk ndegam gëm ngéen?"".",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
623,man réewu Afrig moo njëkk a am njiitu réew mu jigéen ?,Liberia ,Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
624,Ci gan kembaar la réewum Antigua-et-Barbuda nekk ?,Réewum Antigua-et-Barbuda mu ngi nekk ci kembaaru Amerique.,Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
625,"Ndàx man ngaa jubbanti mbind mii?
Bu ñu leen waxee ne: ""Gëmleen li Yàlla wàcce"", Ñu ne: ""Gëm nañu li ñu wàcce ci nun"". Te ñoom weddi nañu la ñëw ginnaawam te muy dëggal la ñu yore. - Neel: ""Lu taxoon ngeen rey ay Yonentiy Yàlla, ca bu jëkk ndegam gëm ngeen? "".","Waaw! Mi ngii:
Bu ñu léen wàxee ne: ""Gëmléen li Yàlla wàcce"", Ñu ne: ""Gëm na ñu li ñu wàcce ci nun"". Te ñoom weddi na ñu la ñëw ginnaawam te mu'y dëggal la ñu yore. - Neel: ""Lu tàxoon ngéen ray ay Yonent i Yàlla, ca bu njëkk ndegam gëm ngéen?"".",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
626,Kan mooy buuru Kajoor ?,Lat Dior Ngoné Latir Diop.,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
627,Mag ñaata yax lay am ?,Yaramu mag dina am 206 yax.,Wolof,wol,original-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
628,Fan la Tour Eiffel mu siiw mi nekk?,farance,Wolof,wol,re-annotations,62a4f3a1be3800b59082b21403b55f1173fb8c74f752cd9d1adfabffd473cbee
629,"Fan moy péeyum réwum Costa Rica
",Péeyum réwum Costa Rica mu ngi tudu San José,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
630,"Ci ban kembaar la réwum Géorgie nékk
",Réwum Géorgie mu ngi nékk ci kembaar bi ñuy wakh Asie,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
631,"Ci gan kembaar la réewum Equateur nékk?
",Réewum Equateur mu ngi nékk ci kembaaru Amerique.,Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
632,Làn mooy jarag ?,"Bu dee 'j' la sant (jarag j.) mooy ki wopp, ñu di ko fàj.
Fa ñu koy fàjee, ab ràglu la.
Ka koy fàj, di ràglukat bi.",Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
633,"Ci ban kembaar la réwum Norvège nékk
",Réwum Norvège mu ngi nékk ci kembaar bi ñuy wakh Europe,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
634,Jàngal ma bind,"Boo bëggee bind ci Wolof, li nga wàr jëkk a xàmme moo'y loy yi. Te ñooy : a, à, ã, b, c, d, e, é, ë, ẽ, f, g, h, i, ì, ĩ, j, k, l, m, n, ñ, ŋ, o, ó, õ, p, q, r, s, t, u, ù, ũ, w, x, y.
Loy wu nekk, day jëmmal am riir.
Waaye àm na riir yoo xàm ne 2 loy a koy indi : mb, nj, ng, nd. Niiral : mbay, nday.
Maas yi ñooy : a, à, ã, e, é, ë, ẽ, i, ì, ĩ, o, ó, õ, u, ù, ũ. Yi ci des, di ay riiraale. é, ë, i, ó ak u, da ñoo dìis, ci riir.
Pollet mooy ay loy yu ñu boole mu joxe am riir; riir ma man na a lëm solo, man na a ko bàñ a lëm.
Baat = ab/ay pollet te lëm solo
Pollet = am/ay riir yu ñu boole yu juraat menn riir
Riir = ab/ay loy

Loy yépp di na ñu seex ba mu des f. Ci baat u 'pollet', 'l' ji da fa seex. Ci 'aar', 'a' da fa seex.
X ju seex moo joxe q.
Maas yi bu ñuy seex, ñaareel u loy wi du àm comboñ. Niki : ùu, ée, ìi, añs.

Kon ku màn a tudd loy yi, man a yër mbind. Da fa di rekk ne leeg-leeg, dégg ak bind wùute tuuti. Te 3 di na ko wàral :
- leng: loy yii di 'b', 'j' ak 'g', séen doole da'y wàññiku bu ñu mujjee baat. Moo tàx ngay bind jóob, di dégg 'jóop'; bind toj, di dégg 'toc'; bind nag, di dégg 'nak'
- jégg: bu am riir dìisee ci pollet, man na a wàll pollet yi ci topp. Moo tàx jigeen lees di bind doonte 'jigéen' nga'y dégg; pollet u 'ji' bi moo dìis ba wàll 'géen'. Naka noo nu jëkkar lees di bind, doonte 'jëkkër' lees di gën a dégg ; ba tay ìt taalibe moo jub; taalibé, déedet. Jégg àm na ci làkk yu bàri: 'assimilation' la tudd ci àngle.
- sàmmoonte ak cosaanal baat: dàllu ji jóge ci dàll ak dàllu ji jóge ci dàl bokku ñuw tuddìin.

Àm na ay màndarga yuy ñëw ci mbind te deesu léen tudd: ay doggamtal la ñu. Niki lomb (').
Lomb (') day màndargaal làre walla tàxañug waat gi'y àm ci wàx; day dox diggante ñaar i waat ngìr wane ne yaar i waat lañ yu bokkul; wàx boole léen ci dégg. Moo tàx :
- muy = mu di
- ñuy = ñu di
- nan lekk = na nu lekk
- yaw ak = yaak
- màn maa di = màn maay
- lépp a di baax = lépp ay baax
- jàrul a sonn = jàrl a sonn
Lomb bàri na làkk yu koy jëfandikoo; ràwati na yi niroo ay loy ak Wolof: farãse, àngle, italiyĩ, añs.

Àm na yeneen i doggamtal yuy yombal walla neexal yërum mbind; ak a ëndi yenn yuy àm ci wàx ak wàxìin. Niki:
- , = baar
- : = tomb i aajar
- ; = jastandiku
- ... = jimbe
- () = xala
- ! = rëdd-u-jalu
- ? = õs-u-laaj
- "" "" = njukkal
- . = tomb. Kàddu tomb lay jeexe; te ìt loy wu rëy lay tàmble.

Li nuy dolli ngìr jeexal, mooy rëdd u jokkale (-). Dees na ko doxale ci diggante ay waat ngìr tëgg ci benn baat. Baat ba ci juddoo ab baat u toggatle la. Niral : ày-u-bis, xel-yaar.

Lii nu indi, tënk na mbindum Wolof. Li ci des nag, ràwati na xóot-xóot yi ak sew-sew yi, jàng, mìin ak jege ñu dégg Wolof moo ko'y mottli.",Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
635,"Taipei mooy gëblag man réew?
","Taipei mooy gëblag réewum Taïwan.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
636,Joxeel péeteg waat yi ci kàddu gii: Yàlla ajidoylu la ci boppam waliis ay mbindeefam.,"Waat yi nekk ci kàddu gii di ""Yàlla ajidoylu la ci boppam waliis ay mbindeefam."" ak séen i péete ñoo di:
Yàlla: PROPN
ajidoylu: NOUN
la: AUX
ci: ADP
boppam: NOUN
waliis: ADP
ay: DET
mbindeefam: NOUN
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
637,"Ndàx man ngaa jubbanti mbind mii?
(Fàttalikuleen,) ba Muusaa waxee aw nitam: ""Yàlla digal na leen ngeen reyu nag"". Ñu ne ko: ""Moo ndax danga nuy ñaawal? "". Mu ne: ""Yàlla na ma Yàlla musal ci bokk ci way-réer ña"".","Waaw! Mi ngii:
(Fàttlikuleen,) ba Muusaa wàxee aw nitam: ""Yàlla digal na léen ngéen ray u nag"". Ñu ne ko: ""Moo ndàx da nga nu'y ñaawal? "". Mu ne: ""Yàlla na ma Yàlla musal ci bokk ci wayréer ña"".",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
638,100 àt ndàx àm na baat bu'm tollool?,"Waaw. Jas moo'y baat bi. Ab jas.
Dees na dégg nag, ñu'y wàx ""xarnu"". Waaye loo lu baat u araab la.

Àm na sàx, nosey Sëriñ Musaa Ka bu siiw bu tudd ""Xarnu bi""; mu jubluwoon ci jas bi nga xàm ne ci la Sëriñ Tuuba làquwoon",Wolof,wol,re-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
639,"Fan moy péeyum réwum Moldavie
","Péeyum réwum Moldavie mu ngi tudu Chisinau
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
640,"Jox ma péeteg waat yi ci kàddu gii: Ndàllub Walfadjri ""Fondation Walfadjri"" seppeendi na'ñ ko ci biir WAVE ginnaaw ba ferey réew mi baddee Walftv lu tolloogun ci 40 milyoŋ.","Waat yi nekk ci kàddu gii di ""Ndàllub Walfadjri ""Fondation Walfadjri"" seppeendi na'ñ ko ci biir WAVE ginnaaw ba ferey réew mi baddee Walftv lu tolloogun ci 40 milyoŋ."" ak séen i péete ñoo di:
Ndàllub: NOUN
Walfadjri: PROPN
"": PUNCT
Fondation: NOUN
Walfadjri: PROPN
"": PUNCT
seppeendi: VERB
na: AUX
'ñ: PRON
ko: PRON
ci: ADP
biir: NOUN
WAVE: PROPN
ginnaaw: SCONJ
ba: ADP
ferey: NOUN
réew: NOUN
mi: DET
baddee: VERB
Walftv: PROPN
lu: PRON
tolloogun: VERB
ci: ADP
40: NUM
milyoŋ: NUM
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
641,Ban fas nga am?,Fas wu weex la am.,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
642,Fan mooy gëblag Kanadaa ?,Gëblag Kanadaa moo ngi tuddu Ótowaa.,Wolof,wol,original-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
643,"Ndàx mbind mii jub na?
[Fàttalikuleen], ba Nu leen xaralee géej ga! Te Ma musal leen, labal gaa ñi [Firawna], ngeen na ca jàkk di leen gis.","Déedet; jubul cocc ba coset. Mbeqi ma a ngii:
[Fàttlikuleen], ba Nu léen xaralee géej ga! Te Ma musal léen, labal gaa ñi [Firawna], ngéen na ca jàkk di léen gìs.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
644,Lu wùutale fiir ak fìir?,"Fiir g. = def i pexe ngìr jàpp dara. Niral:  Noo fiirewoon janax ja ba jàpp ko?

Fìir g. = bëgg nit ba doo ko bëgg a bokk ak keneen. Niral: Faatu ni mu fìire ci jëkkaram ji ëpp na!",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
